zip_2,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_bal,revol_util,mort_acc,credit_hist,credit_line_ratio,balance_annual_inc,fico_avg_score,inst_amnt_ratio
00,1.1818181818181819,13.018181818181818,5.2727272727272725,23.363636363636363,7.181818181818182,3.8181818181818183,11.088423145993811,0.8181818181818182,2.4545454545454546,20.37090909090909,14340.181818181818,51.22727272727273,1.0,5600.454545454545,0.4876934070713975,0.21583524595792775,697.0,0.03179420811029329
01,1.2714114422747516,12.629071599862634,5.374700239808154,23.97250770811922,6.096051730044536,3.699468996231586,11.166805916668881,1.0888146625556698,2.4913497773210005,17.137666152792004,18808.577595066803,53.108093525180074,1.722935936964714,5946.7879410757105,0.5032372892448294,0.21819268098263023,700.5119904076738,0.030608172623325526
02,1.244294993389665,12.670678852675008,5.371960682876358,23.918319250445478,5.835661320917399,3.5649249870667354,11.149435611308508,1.0741507156406276,2.486290739782721,16.718241076047498,18178.29436109674,53.779494165660424,1.3836868425590618,5750.1683048801515,0.5117953055061394,0.2114440879459165,698.968155429097,0.030920854809524303
03,1.2434301521438451,12.713161430547133,5.359415135348745,23.860501877099388,6.209741157873938,3.7389843904366726,11.120226349968739,1.0377395771586644,2.4860699466508596,18.64164394388465,17851.78304682869,54.75481130211423,1.8409405255878284,5961.58861885003,0.4871232763997301,0.20977291086601896,699.176546137127,0.030947209704519148
04,1.218214607754734,12.318611361586957,5.402164111812444,24.073940486925157,6.1077547339945895,3.8440036068530206,10.997987322398954,1.1262398557258793,2.357980162308386,19.76448151487826,16357.027051397656,54.410640216411196,1.8539224526600542,6179.623083859333,0.48340938472705597,0.23306043773785157,697.1893597835888,0.03105347180898785
05,1.2311067771818625,12.732798634812413,5.349098000975134,23.802535348610434,6.381277425646027,3.7537786445636274,10.987972418280343,1.0882496343247197,2.4646513895660656,19.946509019990213,15751.131155533885,56.86099463676255,1.976109215017065,6174.457825451,0.46357536965913104,0.21942975444913937,699.0136518771332,0.031082612297702334
06,1.243416415710899,12.973201768436608,5.292753251746011,23.51207791375665,6.16828986993016,3.7144230153136415,11.177395385707896,1.0612545652591785,2.6147241622348947,17.016650861792787,19816.295636573333,53.52450823348495,1.6760428013071058,6075.277759979496,0.5157633541739257,0.20249657546582125,698.4191708848593,0.031080294944100893
07,1.240967021416371,12.974084439187951,5.29181447904349,23.504970875487235,5.914465904611746,3.546796303595673,11.233702901942886,1.103140191827618,2.7282442079446416,16.466572942670744,19055.435816581263,51.90920816362265,1.2250251828493846,5846.051154031446,0.5280966803319445,0.20042593402466666,697.3928962466605,0.03109511873076035
08,1.2654259305520859,13.097487509367266,5.255620784411692,23.329627779165627,6.261616287784162,3.7315138646015487,11.181048104681226,1.0874968773419935,2.646827379465401,17.29173932050964,18687.444728953284,52.54732075943038,1.6945415938046464,5991.896452660505,0.5118315179630843,0.20571653878689963,697.3210716962278,0.030893970093156795
09,1.1730769230769231,12.28596153846154,5.423076923076923,24.307692307692307,8.413461538461538,3.4615384615384617,11.256381534452457,1.25,3.2115384615384617,19.924807692307695,16959.96153846154,54.51538461538465,1.0673076923076923,5649.884615384615,0.419850706884439,0.2152972308830533,707.5769230769231,0.03154521024608302
10,1.2140774677217825,13.217510885615237,5.227291658778539,23.15993336109954,5.695638181060922,3.3563288023929423,11.211583456996424,1.1183597743364506,2.826511680739086,14.816397334443899,17737.431676195523,52.84579304077868,0.638673280072697,5553.156487827042,0.5543139316432724,0.19734666076705537,697.4911968497975,0.0315123118137768
11,1.2195683938406203,13.254289929188376,5.218500618185906,23.11602225469259,5.896453860851973,3.4411037428346636,11.141542131953726,1.1023378666966392,2.851270091041924,15.352831853433734,17057.351607283355,52.20957682364845,0.7390412498595033,5516.726930425986,0.555330670769791,0.20593547404612902,697.3185764864561,0.0314741779922636
12,1.2799798030800302,13.175756122191553,5.231254733653118,23.232895733400657,6.5926533703610195,3.7751830345872253,11.084180117012822,1.0715728351426408,2.560085836909871,19.10137212825048,16905.779348649332,54.34665614743767,1.5588235294117647,6018.917697551124,0.4944571006687524,0.21513207201808912,698.4328452411007,0.030787678922674654
13,1.269141914191419,13.211696369636993,5.224422442244224,23.177227722772276,6.6731848184818485,3.873762376237624,10.966302255099341,1.0625412541254124,2.617326732673267,20.554914191419158,14767.970297029702,53.76148514851469,1.5265676567656765,5959.974587458746,0.48589907218590017,0.22724748033168432,698.3713696369637,0.03091098962588708
14,1.2566892090561599,13.10066745075,5.256885229834363,23.31725962952073,6.502597275311183,3.8334803489169853,10.981000926058439,1.0580221503479368,2.5749289424679014,19.76973635205334,15621.012153288248,53.72314025286655,1.4642752131725962,5958.255513084387,0.49571637868433727,0.2218301365082473,698.772517886896,0.03099419366178474
15,1.2789890981169474,13.192231169474926,5.228691774033697,23.199950445986126,5.917616451932607,3.816526263627354,11.011331098606753,1.0678889990089198,2.592542120911794,19.714519326065396,15688.197472745293,53.04300049554003,1.3721506442021805,5883.0935332011895,0.507624990700398,0.21949339486213698,697.9930004955402,0.030792875287909954
16,1.2874700239808154,13.062862709832144,5.264988009592326,23.355815347721823,6.35251798561151,3.863908872901679,10.961185312269627,1.0305755395683454,2.586630695443645,20.11313848920866,15317.517086330936,53.81468824940052,1.4841127098321343,6012.559652278177,0.48383630314179826,0.2241286335493675,698.2589928057554,0.0306362537896247
17,1.2943716021746083,13.378634473936764,5.170930604413176,22.901662935721138,6.327790214262872,3.7986888391429483,10.993013543021632,1.0356571794051808,2.5222257755036774,19.523330668372257,16665.787655900225,54.7472177806206,1.8308282699072593,5949.987847777423,0.477346052228728,0.227269570116885,696.6075311800448,0.03073166683748754
18,1.2850320847634682,13.27280405909586,5.204447097448142,23.065960304432174,6.436576630353678,3.822862259364274,11.079770029911087,1.0637218325623041,2.6536337860020893,18.773199522459304,17711.701238621103,52.8225488733025,1.800776003581555,6154.081480376063,0.49567745199705904,0.2181533040801245,698.0058200268617,0.030774819048823693
19,1.271610199588039,13.19778109240656,5.217984231834647,23.145393848994956,5.944846935151644,3.712266496200014,11.133485073185124,1.0804744655160168,2.6604162227430925,17.866765395269596,19115.92286383976,54.75398820938961,1.6308686696498331,5860.334043611052,0.5088890368494077,0.20935483173379232,697.8659350806165,0.030883728735060307
20,1.2630799605133267,13.069260173301855,5.258857080179884,23.340791927169025,5.761900844576067,3.6251508171547657,11.30835944486464,1.10836898102446,2.7664802018207744,16.74401118789076,20101.67187671383,55.152974662718364,1.8065153010858834,5797.769880443128,0.4978661308808294,0.19100437765535222,697.5605736536141,0.03091251126175838
21,1.2794202066590126,13.179201349023465,5.229836394948335,23.196828358208954,6.1605553960964405,3.7377296211251436,11.173704979535357,1.1089265212399542,2.639925373134328,17.921751578645253,18471.662313432837,54.22266216991962,1.949842135476464,5872.4498421354765,0.48956728807526817,0.20538400269858495,696.9645522388059,0.030791872154524436
22,1.2589801997546872,12.899868582442322,5.309444541790783,23.615997897319083,5.775845452952514,3.6069738917119327,11.266553088081864,1.0959348168915366,2.6271245838444015,17.560195374101987,20053.56439460312,55.615997897318906,1.7737865778868056,5867.973278429999,0.4825482872193306,0.1993272683141136,698.9165498510602,0.03087027643454328
23,1.2993655441678869,13.51092337725713,5.1389946315275745,22.716251830161053,6.360566129819424,3.7412396290873597,11.090285369198291,1.111469009272816,2.6353343094192287,19.023399707174256,17882.897120546608,55.645798926305716,2.022059541239629,5849.322303562713,0.4814449120867521,0.22075644158367247,696.0493411420205,0.03074225524064999
